id,name,description
92003000,Wolf Knight Leggings,"Leggings of a knight tainted by the dark of the Abyss.

A vanquished knight left behind only wolf's blood,
and his legacy of duty.
The Undead Legion of Farron was formed to bear his torch,
and the armor of these Abyss Watchers
suggests their own eventual end."
93000000,Dragonslayer Helm,"Golden lion helm associated
with Dragonslayer Ornstein,
from the age of gods,
and imbued with the strength of lightning.

In the dragonless age, this knight,
who long guarded the ruined cathedral,
left the land in search of the nameless king."
93001000,Dragonslayer Armor,"Golden lion armor associated
with Dragonslayer Ornstein,
from the age of gods,
and imbued with the strength of lightning.

In the dragonless age, this knight,
who long guarded the ruined cathedral,
left the land in search of the nameless king."
93002000,Dragonslayer Gauntlets,"Golden lion gauntlets associated
with Dragonslayer Ornstein,
from the age of gods,
and imbued with the strength of lightning.

In the dragonless age, this knight,
who long guarded the ruined cathedral,
left the land in search of the nameless king."
93003000,Dragonslayer Leggings,"Golden lion leggings associated
with Dragonslayer Ornstein,
from the age of gods,
and imbued with the strength of lightning.

In the dragonless age, this knight,
who long guarded the ruined cathedral,
left the land in search of the nameless king."
94000000,Smough's Helm,"Grotesque armor associated with Smough,
the last knight to stand in defense of the ruined cathedral.

Boasts extremely high defense
and can be donned by humans,
but not without great difficulty."
94001000,Smough's Armor,"Grotesque armor associated with Smough,
the last knight to stand in defense of the ruined cathedral.

Boasts extremely high defense
and can be donned by humans,
but not without great difficulty."
94002000,Smough's Gauntlets,"Grotesque armor associated with Smough,
the last knight to stand in defense of the ruined cathedral.

Boasts extremely high defense
and can be donned by humans,
but not without great difficulty."
94003000,Smough's Leggings,"Grotesque armor associated with Smough,
the last knight to stand in defense of the ruined cathedral.

Boasts extremely high defense
and can be donned by humans,
but not without great difficulty."
96000000,Helm of Thorns,"Helm of Kirk, the notorious knight of Thorns.
A dense patch of thorns grows from its surface.

A fitting item for the murderous Kirk,
for even the simple act of rolling
can damage enemies when wearing this attire."
96001000,Armor of Thorns,"Armor of Kirk, the notorious knight of Thorns.
A dense patch of thorns grows from its surface.

A fitting item for the murderous Kirk,
for even the simple act of rolling
can damage enemies when wearing this attire."
96002000,Gauntlets of Thorns,"Gauntlets of Kirk, the notorious knight of Thorns.
A dense patch of thorns grows from its surface.

A fitting item for the murderous Kirk,
for even the simple act of rolling
can damage enemies when wearing this attire."
96003000,Leggings of Thorns,"Leggings of Kirk, the notorious knight of Thorns.
A dense patch of thorns grows from its surface.

A fitting item for the murderous Kirk,
for even the simple act of rolling
can damage enemies when wearing this attire."
98000000,Crown of Dusk,"Feathered crown bestowed upon the princess of Oolacile,
land of ancient golden sorceries.

Through the guardian Elizabeth's blessing,
this raises the power and effect of the wearer's magic,
but damage suffered by magic attacks rises in tandem."
98001000,Antiquated Dress,"Dress sewn in a long-lost fashion.
The elaborately embroidered,
ivory-colored silk is imbued with ancient magic power.

No protection is offered by this garment,
as it was never intended for battle."
98002000,Antiquated Gloves,"Long gloves sewn in a long-lost fashion.
The elaborately embroidered,
ivory-colored silk is imbued with ancient magic power.

No protection is offered by this garment,
as it was never intended for battle."
98003000,Antiquated Skirt,"Skirt sewn in a long-lost fashion.
The elaborately embroidered,
ivory-colored silk is imbued with ancient magic power.

No protection is offered by this garment,
as it was never intended for battle."
99000000,Karla's Pointed Hat,"Hat of the dark witch Karla.

A pointed hat is the signature of a heretical sorceress.
Karla, however, always kept it close."
99001000,Karla's Coat,"Coat of the dark witch Karla.

This stained coat is torn and odorous, telling
of a long journey and even longer imprisonment.

It would be madness to wear such a thing."
99002000,Karla's Gloves,"Gloves of the dark witch Karla.

These stained gloves are torn and odorous,
telling of a long journey and even longer imprisonment.

It would be madness to wear such a thing."
99003000,Karla's Trousers,"Trousers of the dark witch Karla.

These stained trousers are torn and odorous,
telling of a long journey and even longer imprisonment.

It would be madness to wear such a thing."
20000000,Vilhelm's Helm,"The black helm of Vilhelm, Knight of Londor,
and a nice fit for any lean Hollow.

This hollow knight,
who served the three sisters who founded the Sable Church,
was particularly loyal to the eldest,
and was known as a cold-blooded hangman."
20001000,Vilhelm's Armor,"The black armor of Vilhelm, Knight of Londor,
and a nice fit for any lean Hollow.

This hollow knight,
who served the three sisters who founded the Sable Church,
was particularly loyal to the eldest,
and was known as a cold-blooded hangman."
20002000,Vilhelm's Gauntlets,"The black gauntlets of Vilhelm, Knight of Londor,
and a nice fit for any lean Hollow.

This hollow knight,
who served the three sisters who founded the Sable Church,
was particularly loyal to the eldest,
and was known as a cold-blooded hangman."
20003000,Vilhelm's Leggings,"The black leggings of Vilhelm, Knight of Londor,
and a nice fit for any lean Hollow.

This hollow knight,
who served the three sisters who founded the Sable Church,
was particularly loyal to the eldest,
and was known as a cold-blooded hangman."
55500000,Slave Knight Hood,"A cloth hood issued to slave knights,
colored red to vibrantly signify their stature.

Long ago, only the Undead served as slave knights,
warriors used as fodder in the bleakest of battles.

They grew decrepit,
their skin charred black and their bones twisted.
Eventually they went outright mad,
but were never relieved from duty."
55501000,Slave Knight Armor,"Armor issued to slave knights.
The fine craftsmanship made this a symbol of honor.

Long ago, only the Undead served as slave knights,
warriors used as fodder in the bleakest of battles.

They grew decrepit,
their skin charred black and their bones twisted.
Eventually they went outright mad,
but were never relieved from duty."
55502000,Slave Knight Gauntlets,"Gauntlets issued to slave knights.
The fine craftsmanship made this a symbol of honor.

Long ago, only the Undead served as slave knights,
warriors used as fodder in the bleakest of battles.

They grew decrepit,
their skin charred black and their bones twisted.
Eventually they went outright mad,
but were never relieved from duty."
55503000,Slave Knight Leggings,"Leggings issued to slave knights.
The fine craftsmanship made this a symbol of honor.

Long ago, only the Undead served as slave knights,
warriors used as fodder in the bleakest of battles.

They grew decrepit,
their skin charred black and their bones twisted.
Eventually they went outright mad,
but were never relieved from duty."
56500000,Ordained Hood,"Garb of Friede, Sister of the Painted World.
A common black hood.

After renouncing everything,
Friede discovered a people that she wished to protect,
and assumed the precise form that they yearned for."
56501000,Ordained Dress,"Garb of Friede, Sister of the Painted World.
A light blue dress sewn with thick fabric.

After renouncing everything,
Friede discovered a people that she wished to protect,
and assumed the precise form that they yearned for."
56503000,Ordained Trousers,"Garb of Friede, Sister of the Painted World.
Hidden beneath her light blue dress are the trousers of a swordsman.

An offer of protection implies the eventual
wielding of a blade and spilling of blood,
as Friede learned during
the establishment of the Sable Church."
58500000,Follower Helm,"Helm worn by the Farron Followers.

When a warrior of Farron fell to the Abyss,
the tall, lean Followers, with their hollowed eyes,
quietly appeared in groups to hunt them down.

Farron and its Watchers fell to ruin,
but the Followers survived as a wandering pack of Hollows."
58501000,Follower Armor,"Armor worn by the Farron Followers.

When a warrior of Farron fell to the Abyss,
the tall, lean Followers, with their hollowed eyes,
quietly appeared in groups to hunt them down.

Farron and its Watchers fell to ruin,
but the Followers survived as a wandering pack of Hollows."
58502000,Follower Gloves,"Gloves worn by the Farron Followers.

When a warrior of Farron fell to the Abyss,
the tall, lean Followers, with their hollowed eyes,
quietly appeared in groups to hunt them down.

Farron and its Watchers fell to ruin,
but the Followers survived as a wandering pack of Hollows."
58503000,Follower Boots,"Boots worn by the Farron Followers.

When a warrior of Farron fell to the Abyss,
the tall, lean Followers, with their hollowed eyes,
quietly appeared in groups to hunt them down.

Farron and its Watchers fell to ruin,
but the Followers survived as a wandering pack of Hollows."
60500000,Millwood Knight Helm,"Helm worn by knights of Millwood.
Adorned with antlers believed to grow from
the blessed beast of the Ethereal Oak.

When the fabled Millwood forest
was discovered it was a vacant ruin.
The only thing left was the Ethereal Oak, stood rotting.
No corpses were discovered,
yet their belongings lay neatly on the ground."
60501000,Millwood Knight Armor,"Armor worn by knights of Millwood.
The charbronze breastplate and the thick black cape
are adorned with the symbol of the Ethereal Oak.

When the fabled Millwood forest
was discovered it was a vacant ruin.
The only thing left was the Ethereal Oak, stood rotting.
No corpses were discovered,
yet their belongings lay neatly on the ground."
60502000,Millwood Knight Gauntlets,"Charbronze gauntlets worn by knights of Millwood.

When the fabled Millwood forest
was discovered it was a vacant ruin.
The only thing left was the Ethereal Oak, stood rotting.
No corpses were discovered,
yet their belongings lay neatly on the ground."
60503000,Millwood Knight Leggings,"Charbronze leggings worn by knights of Millwood.

When the fabled Millwood forest
was discovered it was a vacant ruin.
The only thing left was the Ethereal Oak, stood rotting.
No corpses were discovered,
yet their belongings lay neatly on the ground."
28501000,Antiquated Plain Garb,"Ordinary garb from an ancient land of sorcery.
The gold embellishments betray a faint residue of magic,
but this clothing was never intended for battle.

When a mission visited the Ringed City long ago,
one of its younger missionaries elected to stay behind.
It was he who became the last recorded Spear of the Church."
28502000,Violet Wrappings,"These arm wrappings,
sewn with violet cloth and embroidered with gold thread,
were intended for everyday use.

Yet they served well enough in many a battle,
enwreathing the arms of one
who would go on to embrace the sword."
28503000,Loincloth,"Undergarments combined with an overlayer,
the former never intended for public display.

Indeed, all manner of things are bound
to accrue at world's end."
29500000,Shira's Crown,"Crown of Shira, knight in service to Filianore.
Finely crafted with silver and
fashioned with a pearl from a Man Eater Shell.

Shira delivered the crucified mad king to a darkroom,
where she stayed, in her formal wear,
even though none would see her."
29501000,Shira's Armor,"Armor of Shira, knight in service to Filianore.
A rare women's piece from ancient times.

With a spun gold shawl draped over
the silver breastplate and a green woven skirt,
this armor offers a subdued yet refined elegance,
apropos to both a handmaiden of the Princess
and one whose veins coarse with royal blood."
29502000,Shira's Gloves,"Gloves of Shira, knight in service to Filianore.
Crafted with carthamin leather
and graced with brass buttons.

One article of Shira's knight garb."
29503000,Shira's Trousers,"Trousers of Shira, knight in service to Filianore.
Made of carthamin leather boots over a silk underlayer.

One article of Shira's knight garb."
32000000,Lapp's Helm,"Steel helm of the amnesiac Lapp.

This plate-armor helm,
that covers the head cleanly without even slight gaps,
provides heavy defense.

Quite fit to conceal a hollowed body,
and indeed, one's very identity."
32001000,Lapp's Armor,"Steel armor of the amnesiac Lapp.

This plate-armor body,
that covers the torso cleanly without even slight gaps,
provides heavy defense.

Quite fit to conceal a hollowed body,
and indeed, one's very identity."
32002000,Lapp's Gauntlets,"Steel gauntlets of the amnesiac Lapp.

These plate-armor gauntlets,
that cover the arms cleanly without even a slight gap,
provide heavy defense.

Quite fit to conceal a hollowed body,
and indeed, one's very identity."
32003000,Lapp's Leggings,"Steel leggings of the amnesiac Lapp.

These plate-armor leggings,
that cover the legs cleanly without even a slight gap,
provide heavy defense.

Quite fit to conceal a hollowed body,
and indeed, one's very identity."
63500000,Ringed Knight Hood,"The hood of the Ringed Knights.

These knights don Abyss-tainted black cloth,
with layer upon layer hiding their eyes.

This was nothing less than an attempt
to reveal that which the seal of fire has occluded,
a subtle defiance of the gods' wishes. "
63501000,Ringed Knight Armor,"Malformed black armor of the Ringed Knights.
The armor of early men was forged in the Abyss,
and betrays a smidgen of life.

For this reason the gods cast a seal
of fire upon such armor,
and those who possessed them."
63502000,Ringed Knight Gauntlets,"Malformed black gauntlets of the Ringed Knights.
The armor of early men was forged in the Abyss,
and betrays a smidgen of life.

For this reason the gods cast a seal
of fire upon such armor,
and those who possessed them."
63503000,Ringed Knight Leggings,"Malformed black leggings of the Ringed Knights.
The armor of early men was forged in the Abyss,
and betrays a smidgen of life.

For this reason the gods cast a seal
of fire upon such armor,
and those who possessed them."
64501000,Harald Legion Armor,"Armor worn by the Harald Legion,
who sought the dark soul.

The armor sank into the dark with the legion,
where their cavities bloated in grotesque displays,
never again to fit any ordinarily-shaped body."
64502000,Harald Legion Gauntlets,"Gauntlets worn by the Harald Legion,
who sought the dark soul.

The gauntlets sank into the dark with the legion,
the leather partly melted and the metal pieces
showing signs of an unsightly bloating."
64503000,Harald Legion Leggings,"Leggings worn by the Harald Legion,
who sought the dark soul.

The leggings sank into the dark with the legion,
the leather partly melted and the metal pieces
showing signs of an unsightly bloating."
67500000,Iron Dragonslayer Helm,"Stark melted iron helm of
the ancient Dragonslayer Armour.

The Armour, defeated by the Champion of Ash in Lothric,
was left ages to rust,
until it slipped into an abyssal swamp,
where it was possessed once again
by the memory of the hunt."
67501000,Iron Dragonslayer Armor,"Stark melted iron body armor of
the ancient Dragonslayer Armour.

The Armour, defeated by the Champion of Ash in Lothric,
was left ages to rust,
until it slipped into an abyssal swamp,
where it was possessed once again
by the memory of the hunt."
67502000,Iron Dragonslayer Gauntlets,"Stark melted iron gauntlets of
the ancient Dragonslayer Armour.

The Armour, defeated by the Champion of Ash in Lothric,
was left ages to rust,
until it slipped into an abyssal swamp,
where it was possessed once again
by the memory of the hunt."
67503000,Iron Dragonslayer Leggings,"Stark melted iron leggings of
the ancient Dragonslayer Armour.

The Armour, defeated by the Champion of Ash in Lothric,
was left ages to rust,
until it slipped into an abyssal swamp,
where it was possessed once again
by the memory of the hunt."
68500000,White Preacher Head,"An empty head of a white-faced locust
that rose from an abyssal swamp.

The white-faced locusts were meant to
beckon men to the dark with sermons,
but most of them are unable
to think past their own stomachs.
Someone must rise to the occasion,
and restore the path of righteousness.

Perhaps that someone is you?
Did you not arise from the Abyss,
and did you not resist drowning in the Age of Fire?
Locusts and men are kindred spirits.
Why not don this head, and join them in likeness?"
80500000,Ruin Helm,"Helm of the company of knights
who were sent to the Ringed City on an old king's orders.

The knights sought the dark soul,
but were so soundly crushed,
they had little choice but to
swear themselves to the Judicator Giant.

The ill-fated company was later
immortalized in a dark fable,
inspiring the aspect of certain golems
in whom their name lived on."
80501000,Ruin Armor,"Armor of the company of knights
who were sent to the Ringed City on an old king's orders.

The knights sought the dark soul,
but were so soundly crushed,
they had little choice but to
swear themselves to the Judicator Giant.

The ill-fated company was later
immortalized in a dark fable,
inspiring the aspect of certain golems
in whom their name lived on."
80502000,Ruin Gauntlets,"Gauntlets of the company of knights
who were sent to the Ringed City on an old king's orders.

The knights sought the dark soul,
but were so soundly crushed,
they had little choice but to
swear themselves to the Judicator Giant.

The ill-fated company was later
immortalized in a dark fable,
inspiring the aspect of certain golems
in whom their name lived on."
80503000,Ruin Leggings,"Leggings of the company of knights
who were sent to the Ringed City on an old king's orders.

The knights sought the dark soul,
but were so soundly crushed,
they had little choice but to
swear themselves to the Judicator Giant.

The ill-fated company was later
immortalized in a dark fable,
inspiring the aspect of certain golems
in whom their name lived on."
81500000,Desert Pyromancer Hood,"Hood of the desert pyromancers,
who once walked the halls of the Earthen Peak.
It is said that the thin burgundy cloth breathes with magic.

Desert pyromancers, most of them female,
were known for their great fans of flame,
and enchanting looks.

But what is enchanting can also be deadly,
especially when clothed in such alluring garb."
81501000,Desert Pyromancer Garb,"Garb of the desert pyromancers,
who once walked the halls of the Earthen Peak.
It is said that the thin burgundy cloth breathes with magic.

Desert pyromancers, most of them female,
were known for their great fans of flame,
and enchanting looks.

But what is enchanting can also be deadly,
especially when clothed in such alluring garb."
81502000,Desert Pyromancer Gloves,"Gloves of the desert pyromancers,
who once walked the halls of the Earthen Peak.
It is said that the thin burgundy cloth breathes with magic.

Desert pyromancers, most of them female,
were known for their great fans of flame,
and enchanting looks.

But what is enchanting can also be deadly,
especially when clothed in such alluring garb."
81503000,Desert Pyromancer Skirt,"Skirt of the desert pyromancers,
who once walked the halls of the Earthen Peak.
It is said that the thin burgundy cloth breathes with magic.

Desert pyromancers, most of them female,
were known for their great fans of flame,
and enchanting looks.

But what is enchanting can also be deadly,
especially when clothed in such alluring garb."
82500000,Black Witch Hat,"The purple hat of the witch Zullie,
who intended to seduce Alva the Wayfarer,
but eventually became his closest supporter,
spending her entire life with him.

The pointed hat is a symbol of heretical magical crafts,
and Zullie wore hers with an unspoken,
but deep sense of pride."
82501000,Black Witch Garb,"The purple garb of the witch Zullie,
who intended to seduce Alva the Wayfarer,
but eventually became his closest supporter,
spending her entire life with him.

It is said that Zullie the witch,
who was never loved, nor loved another,
experienced all manner of misfortune,
and yet in the end, found her purpose in life."
82502000,Black Witch Wrappings,"The purple wrappings of the witch Zullie,
who intended to seduce Alva the Wayfarer,
but eventually became his closest supporter,
spending her entire life with him.

It is said that Zullie the witch,
who was never loved, nor loved another,
experienced all manner of misfortune,
and yet in the end, found her purpose in life."
82503000,Black Witch Trousers,"The purple trousers of the witch Zullie,
who intended to seduce Alva the Wayfarer,
but eventually became his closest supporter,
spending her entire life with him.

It is said that Zullie the witch,
who was never loved, nor loved another,
experienced all manner of misfortune,
and yet in the end, found her purpose in life."
83500000,Black Witch Veil,"The purple veil of the witch Zullie,
who intended to seduce Alva the Wayfarer,
but eventually became his closest supporter,
spending her entire life with him.

Zullie's veil was for travel, and to hide her
affiliation with the misunderstood craft of witches."
84500000,Blindfold Mask,"An eye-occluding mask of unknown origin.
Small cracks allow the wearer to see.

Strengthens dark attacks,
but also greatly increases damage sustained from dark.

This purple steel creation has
a certain resemblance to the Fire Keeper's crown,
but the similarity is purely cosmetic."
31101000,##Dingy Maiden's Overcoat,"Dingy overcoat worn by traveling maidens.

Although stained from a long journey,
this item has yet to lose its divine power,
remaining effective as a piece of protective wear."
33000000,##Grotto Hat,"Hat of a sorcerer who
distanced himself from this world.

Looks terribly worn-out,
but the fabric's surface is reinforced with magic."
33001000,##Grotto Robe,"Robe of a sorcerer who
distanced himself from this world.

Looks terribly worn-out,
but the fabric's surface is reinforced with magic."
33002000,##Grotto Wrap,"Gloves of a sorcerer who
distanced himself from this world.

Looks terribly worn-out,
but the fabric's surface is reinforced with magic."
33003000,##Grotto Trousers,"Waistcloth of a sorcerer who
distanced himself from this world.

Looks terribly worn-out,
but the fabric's surface is reinforced with magic."
40100000,##Soldier's Hood,"Hood supplied to common soldiers protecting Lothric.

Its simple build offers the bare
minimum of protection in battle,
but is comparatively lightweight and manageable."
40200000,##Thief Mask,"Mask worn by those with something to hide.
Used to conceal the face, muffle the voice,
and go by cover of darkness."
43001000,##Elder's Robe,"Robe worn by an elder
who went to the extremes of sorcery.

These robes have served the elder
over many years of devoted study.
Constantly exposed to magical power,
they became formal wear for high-ranking sorcerers."
44500000,##Saint's Veil,"Veil worn by the young crossbreed
taken prisoner within the dungeon.

Originally pure white,
years of incarceration have stained it ash grey."
44501000,##Saint's Dress,"Dress worn by the young crossbreed
taken prisoner within the dungeon.

Originally pure white,
years of incarceration have stained it ash grey."
45000000,##Footman's Hood,"Hood worn by a manservant who
roams the Undead Commune.

The lowly footmen were given the most dejectable tasks
among citizens of the Undead Commune.
Their superhuman strength far exceeds
that of an ordinary person,
and if agitated can become quite uncontrolable."
45001000,##Footman's Overcoat,"Overcoat worn by a manservant who
roams the Undead Commune.

The lowly footmen were given the most dejectable tasks
among citizens of the Undead Commune.
Their superhuman strength far exceeds
that of an ordinary person,
and if agitated can become quite uncontrolable."
45002000,##Footman's Bracelets,"Bracelets worn by a manservant who
roams the Undead Commune.

The lowly footmen were given the most dejectable tasks
among citizens of the Undead Commune.
Their superhuman strength far exceeds
that of an ordinary person,
and if agitated can become quite uncontrolable."
45003000,##Footman's Trousers,"Trousers worn by a manservant who
roams the Undead Commune.

The lowly footmen were given the most dejectable tasks
among citizens of the Undead Commune.
Their superhuman strength far exceeds
that of an ordinary person,
and if agitated can become quite uncontrolable."
48500000,##Scholar's Shed Skin,"Skin shed from a sage of the Grand Archives.
The ivory wax has hardened, forming a mask.

Wax protected the inquirer from exposure
to the foulness that permeated
the majority of the texts,
preventing one's anchor of reason
from being too easily washed away."
59500000,##Man Serpent's Mask,"Metallic mask worn by a man serpent priest.

There were those among the man serpents
as well as people,
who devoted themselves to magic,
and the existence of a cane that
could invoke sorceries from ages past."
59501000,##Man Serpent's Robe,"Robe worn by a man serpent priest.

There were those among the man serpents
as well as people,
who devoted themselves to magic,
and the existence of a cane that
could invoke sorceries from ages past."
62000000,##Giant's crown,"Crown embedded with the soul of the old giant,
Lord of Cinder.

Reinforced with the protection of a giant,
this item will repel all manner of attacks,
holding fast against the wearer's enemies."
62001000,##Giant's Armor,"Armor embedded with the soul of the old giant,
Lord of Cinder.

Reinforced with the protection of a giant,
this item will repel all manner of attacks,
holding fast against the wearer's enemies."
62002000,##Giant's Gauntlets,"Gauntlets embedded with the soul of the old giant,
Lord of Cinder.

Reinforced with the protection of a giant,
this item will repel all manner of attacks,
holding fast against the wearer's enemies."
62003000,##Giant's Leggings,"Leggings embedded with the soul of the old giant,
Lord of Cinder.

Reinforced with the protection of a giant,
this item will repel all manner of attacks,
holding fast against the wearer's enemies."
65000000,##Old Monarch's Crown,"Crown of the old king who protected
the Frigid Valley's capital.

Much like its owner,
this once glorious garment has suffered
greatly from the encroachment of dark."
65001000,##Old Monarch's Robe,"Robe of the old king who protected
the Frigid Valley's capital.

Much like its owner,
this once glorious garment has suffered
greatly from the encroachment of dark."
67000000,##Frigid Valley Mask,"Mask worn by the beast knight of the Frigid Valley.

The mask was created using techniques now lost.
It clearly has an unusual, unsettling air about it."
68000000,##Dingy Hood,"Worn by a Fire Keeper.

It is thought to have once been
the white hood of a maiden,
but bonfire ash has darkened it over the years."
95000000,##Hexer's Hood,"Hood worn by a hexer.
Grants slight increase to spell uses.
Belonged to Felkin the Outcast.

Hexing appears to be an offshoot of sorcery,
but its specific origins are unknown.

Effect: Increases number of casts for each spell"
95001000,##Hexer's Robes,"Robe worn by a hexer.
Belonged to Felkin the Outcast.

Those who have a taste of dark are
drawn into its vortex and rarely return.
Perhaps it appeals to something
deep within the human soul."
95002000,##Hexer's Gloves,"Gloves worn by a hexer.
Belonged to Felkin the Outcast.

Those who have a taste of dark are
drawn into its vortex and rarely return.
Perhaps it appeals to something
deep within the human soul."
95003000,##Hexer's Boots,"Boots worn by a hexer.
Belonged to Felkin the Outcast.

Those who have a taste of dark are
drawn into its vortex and rarely return.
Perhaps it appeals to something
deep within the human soul."
97000000,##Varangian Helm,"Helmet worn by Varangians that terrorized nearby seas.

The coastline stretches far in northern Drangleic.
Beyond this northern sea is an unexplored continent,
said to be the home of things inhuman."
97001000,##Varangian Armor,"Armor worn by Varangians that terrorized nearby seas.

The coastline stretches far in northern Drangleic.
Beyond this northern sea is an unexplored continent,
said to be the home of things inhuman."
97002000,##Varangian Cuffs,"Cuffs worn by Varangians that terrorized nearby seas.

The coastline stretches far in northern Drangleic.
Beyond this northern sea is an unexplored continent,
said to be the home of things inhuman."
97003000,##Varangian Leggings,"Leggings worn by Varangians that terrorized nearby seas.

The coastline stretches far in northern Drangleic.
Beyond this northern sea is an unexplored continent,
said to be the home of things inhuman."
